id,values,dimensi,tahun,label,data_title
1203439750,7102.5,Migas,1975,Ekspor,Nilai (Migas-NonMigas)
1203439760,8546.5,Migas,1976,Ekspor,Nilai (Migas-NonMigas)
1203439770,7297.8,Migas,1977,Ekspor,Nilai (Migas-NonMigas)
1203439780,7438.5,Migas,1978,Ekspor,Nilai (Migas-NonMigas)
1203439790,8870.9,Migas,1979,Ekspor,Nilai (Migas-NonMigas)
1203439800,17781.6,Migas,1980,Ekspor,Nilai (Migas-NonMigas)
1203439810,20663.2,Migas,1981,Ekspor,Nilai (Migas-NonMigas)
1203439820,18399.3,Migas,1982,Ekspor,Nilai (Migas-NonMigas)
1203439830,16140.7,Migas,1983,Ekspor,Nilai (Migas-NonMigas)
1203439840,16018.1,Migas,1984,Ekspor,Nilai (Migas-NonMigas)
1203439850,12717.8,Migas,1985,Ekspor,Nilai (Migas-NonMigas)
1203439860,8276.6,Migas,1986,Ekspor,Nilai (Migas-NonMigas)
1203439870,8556.0,Migas,1987,Ekspor,Nilai (Migas-NonMigas)
1203439880,7681.6,Migas,1988,Ekspor,Nilai (Migas-NonMigas)
1203439890,8678.8,Migas,1989,Ekspor,Nilai (Migas-NonMigas)
1203439900,11071.1,Migas,1990,Ekspor,Nilai (Migas-NonMigas)
1203439910,10894.9,Migas,1991,Ekspor,Nilai (Migas-NonMigas)
1203439920,10670.9,Migas,1992,Ekspor,Nilai (Migas-NonMigas)
1203439930,9745.8,Migas,1993,Ekspor,Nilai (Migas-NonMigas)
1203439940,9693.6,Migas,1994,Ekspor,Nilai (Migas-NonMigas)
1203439950,10464.4,Migas,1995,Ekspor,Nilai (Migas-NonMigas)
1203439960,11721.8,Migas,1996,Ekspor,Nilai (Migas-NonMigas)
1203439970,11622.5,Migas,1997,Ekspor,Nilai (Migas-NonMigas)
1203439980,7872.1,Migas,1998,Ekspor,Nilai (Migas-NonMigas)
1203439990,9792.2,Migas,1999,Ekspor,Nilai (Migas-NonMigas)
12034391000,14366.6,Migas,,,Nilai (Migas-NonMigas)
12034391010,12636.3,Migas,,,Nilai (Migas-NonMigas)
12034391020,12112.7,Migas,,,Nilai (Migas-NonMigas)
12034391030,13651.4,Migas,,,Nilai (Migas-NonMigas)
12034391040,15645.3,Migas,,,Nilai (Migas-NonMigas)
12034391050,19231.6,Migas,,,Nilai (Migas-NonMigas)
12034391060,21209.5,Migas,,,Nilai (Migas-NonMigas)
12034391070,22088.6,Migas,,,Nilai (Migas-NonMigas)
12034391080,29126.3,Migas,,,Nilai (Migas-NonMigas)
12034391090,19018.3,Migas,,,Nilai (Migas-NonMigas)
12034391100,28039.6,Migas,,,Nilai (Migas-NonMigas)
12034391110,41477.0,Migas,,,Nilai (Migas-NonMigas)
12034391120,36977.3,Migas,,,Nilai (Migas-NonMigas)
12034391130,32633.0,Migas,,,Nilai (Migas-NonMigas)
12034391140,30018.8,Migas,,,Nilai (Migas-NonMigas)
12034391150,18574.4,Migas,,,Nilai (Migas-NonMigas)
12034391160,13105.5,Migas,,,Nilai (Migas-NonMigas)
12034391170,15744.4,Migas,,,Nilai (Migas-NonMigas)
12034391180,17171.7,Migas,,,Nilai (Migas-NonMigas)
12034391190,11789.3,Migas,,,Nilai (Migas-NonMigas)
12034391200,8251.1,Migas,,,Nilai (Migas-NonMigas)
12034391210,12247.4,Migas,,,Nilai (Migas-NonMigas)
1203440750,4769.8,Migas,1975,Impor,Nilai (Migas-NonMigas)
1203440760,5673.1,Migas,1976,Impor,Nilai (Migas-NonMigas)
1203440770,732.0,Migas,1977,Impor,Nilai (Migas-NonMigas)
1203440780,579.7,Migas,1978,Impor,Nilai (Migas-NonMigas)
1203440790,793.3,Migas,1979,Impor,Nilai (Migas-NonMigas)
1203440800,1744.0,Migas,1980,Impor,Nilai (Migas-NonMigas)
1203440810,1721.3,Migas,1981,Impor,Nilai (Migas-NonMigas)
1203440820,3544.8,Migas,1982,Impor,Nilai (Migas-NonMigas)
1203440830,4144.8,Migas,1983,Impor,Nilai (Migas-NonMigas)
1203440840,2696.8,Migas,1984,Impor,Nilai (Migas-NonMigas)
1203440850,1275.6,Migas,1985,Impor,Nilai (Migas-NonMigas)
1203440860,1086.4,Migas,1986,Impor,Nilai (Migas-NonMigas)
1203440870,1067.9,Migas,1987,Impor,Nilai (Migas-NonMigas)
1203440880,909.0,Migas,1988,Impor,Nilai (Migas-NonMigas)
1203440890,1195.2,Migas,1989,Impor,Nilai (Migas-NonMigas)
1203440900,1920.4,Migas,1990,Impor,Nilai (Migas-NonMigas)
1203440910,2310.3,Migas,1991,Impor,Nilai (Migas-NonMigas)
1203440920,2115.0,Migas,1992,Impor,Nilai (Migas-NonMigas)
1203440930,2170.6,Migas,1993,Impor,Nilai (Migas-NonMigas)
1203440940,2367.4,Migas,1994,Impor,Nilai (Migas-NonMigas)
1203440950,2910.8,Migas,1995,Impor,Nilai (Migas-NonMigas)
1203440960,3595.5,Migas,1996,Impor,Nilai (Migas-NonMigas)
1203440970,3924.1,Migas,1997,Impor,Nilai (Migas-NonMigas)
1203440980,2653.7,Migas,1998,Impor,Nilai (Migas-NonMigas)
1203440990,3681.1,Migas,1999,Impor,Nilai (Migas-NonMigas)
12034401000,6019.5,Migas,,,Nilai (Migas-NonMigas)
12034401010,5471.8,Migas,,,Nilai (Migas-NonMigas)
12034401020,6525.8,Migas,,,Nilai (Migas-NonMigas)
12034401030,7610.9,Migas,,,Nilai (Migas-NonMigas)
12034401040,11732.0,Migas,,,Nilai (Migas-NonMigas)
12034401050,17457.7,Migas,,,Nilai (Migas-NonMigas)
12034401060,18962.9,Migas,,,Nilai (Migas-NonMigas)
12034401070,21932.8,Migas,,,Nilai (Migas-NonMigas)
12034401080,30552.9,Migas,,,Nilai (Migas-NonMigas)
12034401090,18980.7,Migas,,,Nilai (Migas-NonMigas)
12034401100,27412.7,Migas,,,Nilai (Migas-NonMigas)
12034401110,40701.5,Migas,,,Nilai (Migas-NonMigas)
12034401120,42564.2,Migas,,,Nilai (Migas-NonMigas)
12034401130,45266.4,Migas,,,Nilai (Migas-NonMigas)
12034401140,43459.9,Migas,,,Nilai (Migas-NonMigas)
12034401150,24613.2,Migas,,,Nilai (Migas-NonMigas)
12034401160,18739.8,Migas,,,Nilai (Migas-NonMigas)
12034401170,24316.2,Migas,,,Nilai (Migas-NonMigas)
12034401180,29868.8,Migas,,,Nilai (Migas-NonMigas)
12034401190,21885.3,Migas,,,Nilai (Migas-NonMigas)
12034401200,14256.8,Migas,,,Nilai (Migas-NonMigas)
12034401210,25529.1,Migas,,,Nilai (Migas-NonMigas)
2203439750,1791.7,Non Migas,1975,Ekspor,Nilai (Migas-NonMigas)
2203439760,2542.4,Non Migas,1976,Ekspor,Nilai (Migas-NonMigas)
2203439770,3554.8,Non Migas,1977,Ekspor,Nilai (Migas-NonMigas)
2203439780,4204.7,Non Migas,1978,Ekspor,Nilai (Migas-NonMigas)
2203439790,6719.2,Non Migas,1979,Ekspor,Nilai (Migas-NonMigas)
2203439800,6168.8,Non Migas,1980,Ekspor,Nilai (Migas-NonMigas)
2203439810,4501.3,Non Migas,1981,Ekspor,Nilai (Migas-NonMigas)
2203439820,3929.0,Non Migas,1982,Ekspor,Nilai (Migas-NonMigas)
2203439830,5005.2,Non Migas,1983,Ekspor,Nilai (Migas-NonMigas)
2203439840,5869.7,Non Migas,1984,Ekspor,Nilai (Migas-NonMigas)
2203439850,5868.9,Non Migas,1985,Ekspor,Nilai (Migas-NonMigas)
2203439860,6528.4,Non Migas,1986,Ekspor,Nilai (Migas-NonMigas)
2203439870,8579.6,Non Migas,1987,Ekspor,Nilai (Migas-NonMigas)
2203439880,11536.9,Non Migas,1988,Ekspor,Nilai (Migas-NonMigas)
2203439890,13480.1,Non Migas,1989,Ekspor,Nilai (Migas-NonMigas)
2203439900,14604.2,Non Migas,1990,Ekspor,Nilai (Migas-NonMigas)
2203439910,18247.5,Non Migas,1991,Ekspor,Nilai (Migas-NonMigas)
2203439920,23296.1,Non Migas,1992,Ekspor,Nilai (Migas-NonMigas)
2203439930,27077.2,Non Migas,1993,Ekspor,Nilai (Migas-NonMigas)
2203439940,30359.8,Non Migas,1994,Ekspor,Nilai (Migas-NonMigas)
2203439950,34953.6,Non Migas,1995,Ekspor,Nilai (Migas-NonMigas)
2203439960,38093.0,Non Migas,1996,Ekspor,Nilai (Migas-NonMigas)
2203439970,41821.1,Non Migas,1997,Ekspor,Nilai (Migas-NonMigas)
2203439980,40975.5,Non Migas,1998,Ekspor,Nilai (Migas-NonMigas)
2203439990,38873.2,Non Migas,1999,Ekspor,Nilai (Migas-NonMigas)
22034391000,47757.4,Non Migas,,,Nilai (Migas-NonMigas)
22034391010,43684.6,Non Migas,,,Nilai (Migas-NonMigas)
22034391020,45046.1,Non Migas,,,Nilai (Migas-NonMigas)
22034391030,47406.8,Non Migas,,,Nilai (Migas-NonMigas)
22034391040,55939.3,Non Migas,,,Nilai (Migas-NonMigas)
22034391050,66428.4,Non Migas,,,Nilai (Migas-NonMigas)
22034391060,79589.1,Non Migas,,,Nilai (Migas-NonMigas)
22034391070,92012.3,Non Migas,,,Nilai (Migas-NonMigas)
22034391080,107894.2,Non Migas,,,Nilai (Migas-NonMigas)
22034391090,97491.7,Non Migas,,,Nilai (Migas-NonMigas)
22034391100,129739.5,Non Migas,,,Nilai (Migas-NonMigas)
22034391110,162019.6,Non Migas,,,Nilai (Migas-NonMigas)
22034391120,153043.0,Non Migas,,,Nilai (Migas-NonMigas)
22034391130,149918.8,Non Migas,,,Nilai (Migas-NonMigas)
22034391140,145961.2,Non Migas,,,Nilai (Migas-NonMigas)
22034391150,131791.9,Non Migas,,,Nilai (Migas-NonMigas)
22034391160,132028.5,Non Migas,,,Nilai (Migas-NonMigas)
22034391170,153083.8,Non Migas,,,Nilai (Migas-NonMigas)
22034391180,162841.0,Non Migas,,,Nilai (Migas-NonMigas)
22034391190,155893.7,Non Migas,,,Nilai (Migas-NonMigas)
22034391200,154940.7,Non Migas,,,Nilai (Migas-NonMigas)
22034391210,219362.1,Non Migas,,,Nilai (Migas-NonMigas)
2203440750,4561.3,Non Migas,1975,Impor,Nilai (Migas-NonMigas)
2203440760,5235.4,Non Migas,1976,Impor,Nilai (Migas-NonMigas)
2203440770,5498.3,Non Migas,1977,Impor,Nilai (Migas-NonMigas)
2203440780,6110.7,Non Migas,1978,Impor,Nilai (Migas-NonMigas)
2203440790,6409.0,Non Migas,1979,Impor,Nilai (Migas-NonMigas)
2203440800,9090.4,Non Migas,1980,Impor,Nilai (Migas-NonMigas)
2203440810,11550.8,Non Migas,1981,Impor,Nilai (Migas-NonMigas)
2203440820,13314.1,Non Migas,1982,Impor,Nilai (Migas-NonMigas)
2203440830,12207.0,Non Migas,1983,Impor,Nilai (Migas-NonMigas)
2203440840,11185.3,Non Migas,1984,Impor,Nilai (Migas-NonMigas)
2203440850,8983.5,Non Migas,1985,Impor,Nilai (Migas-NonMigas)
2203440860,9632.0,Non Migas,1986,Impor,Nilai (Migas-NonMigas)
2203440870,11302.4,Non Migas,1987,Impor,Nilai (Migas-NonMigas)
2203440880,12339.5,Non Migas,1988,Impor,Nilai (Migas-NonMigas)
2203440890,15164.4,Non Migas,1989,Impor,Nilai (Migas-NonMigas)
2203440900,19916.6,Non Migas,1990,Impor,Nilai (Migas-NonMigas)
2203440910,23558.5,Non Migas,1991,Impor,Nilai (Migas-NonMigas)
2203440920,25164.6,Non Migas,1992,Impor,Nilai (Migas-NonMigas)
2203440930,26157.2,Non Migas,1993,Impor,Nilai (Migas-NonMigas)
2203440940,29616.1,Non Migas,1994,Impor,Nilai (Migas-NonMigas)
2203440950,37717.9,Non Migas,1995,Impor,Nilai (Migas-NonMigas)
2203440960,39333.0,Non Migas,1996,Impor,Nilai (Migas-NonMigas)
2203440970,37755.7,Non Migas,1997,Impor,Nilai (Migas-NonMigas)
2203440980,24683.2,Non Migas,1998,Impor,Nilai (Migas-NonMigas)
2203440990,20322.2,Non Migas,1999,Impor,Nilai (Migas-NonMigas)
22034401000,27495.3,Non Migas,,,Nilai (Migas-NonMigas)
22034401010,25490.3,Non Migas,,,Nilai (Migas-NonMigas)
22034401020,24763.1,Non Migas,,,Nilai (Migas-NonMigas)
22034401030,24939.8,Non Migas,,,Nilai (Migas-NonMigas)
22034401040,34792.5,Non Migas,,,Nilai (Migas-NonMigas)
22034401050,40243.2,Non Migas,,,Nilai (Migas-NonMigas)
22034401060,42102.6,Non Migas,,,Nilai (Migas-NonMigas)
22034401070,52540.6,Non Migas,,,Nilai (Migas-NonMigas)
22034401080,98644.4,Non Migas,,,Nilai (Migas-NonMigas)
22034401090,77848.5,Non Migas,,,Nilai (Migas-NonMigas)
22034401100,108250.6,Non Migas,,,Nilai (Migas-NonMigas)
22034401110,136734.1,Non Migas,,,Nilai (Migas-NonMigas)
22034401120,149125.3,Non Migas,,,Nilai (Migas-NonMigas)
22034401130,141362.3,Non Migas,,,Nilai (Migas-NonMigas)
22034401140,134719.4,Non Migas,,,Nilai (Migas-NonMigas)
22034401150,118081.6,Non Migas,,,Nilai (Migas-NonMigas)
22034401160,116913.0,Non Migas,,,Nilai (Migas-NonMigas)
22034401170,132669.3,Non Migas,,,Nilai (Migas-NonMigas)
22034401180,158842.5,Non Migas,,,Nilai (Migas-NonMigas)
22034401190,149390.4,Non Migas,,,Nilai (Migas-NonMigas)
22034401200,127312.0,Non Migas,,,Nilai (Migas-NonMigas)
22034401210,170660.9,Non Migas,,,Nilai (Migas-NonMigas)
3203439750,8894.2,Jumlah,1975,Ekspor,Nilai (Migas-NonMigas)
3203439760,11088.9,Jumlah,1976,Ekspor,Nilai (Migas-NonMigas)
3203439770,10852.6,Jumlah,1977,Ekspor,Nilai (Migas-NonMigas)
3203439780,11643.2,Jumlah,1978,Ekspor,Nilai (Migas-NonMigas)
3203439790,15590.1,Jumlah,1979,Ekspor,Nilai (Migas-NonMigas)
3203439800,23950.4,Jumlah,1980,Ekspor,Nilai (Migas-NonMigas)
3203439810,25164.5,Jumlah,1981,Ekspor,Nilai (Migas-NonMigas)
3203439820,22328.3,Jumlah,1982,Ekspor,Nilai (Migas-NonMigas)
3203439830,21145.9,Jumlah,1983,Ekspor,Nilai (Migas-NonMigas)
3203439840,21887.8,Jumlah,1984,Ekspor,Nilai (Migas-NonMigas)
3203439850,18586.7,Jumlah,1985,Ekspor,Nilai (Migas-NonMigas)
3203439860,14805.0,Jumlah,1986,Ekspor,Nilai (Migas-NonMigas)
3203439870,17135.6,Jumlah,1987,Ekspor,Nilai (Migas-NonMigas)
3203439880,19218.5,Jumlah,1988,Ekspor,Nilai (Migas-NonMigas)
3203439890,22158.9,Jumlah,1989,Ekspor,Nilai (Migas-NonMigas)
3203439900,25675.3,Jumlah,1990,Ekspor,Nilai (Migas-NonMigas)
3203439910,29142.4,Jumlah,1991,Ekspor,Nilai (Migas-NonMigas)
3203439920,33967.0,Jumlah,1992,Ekspor,Nilai (Migas-NonMigas)
3203439930,36823.0,Jumlah,1993,Ekspor,Nilai (Migas-NonMigas)
3203439940,40053.4,Jumlah,1994,Ekspor,Nilai (Migas-NonMigas)
3203439950,45418.0,Jumlah,1995,Ekspor,Nilai (Migas-NonMigas)
3203439960,49814.8,Jumlah,1996,Ekspor,Nilai (Migas-NonMigas)
3203439970,53443.6,Jumlah,1997,Ekspor,Nilai (Migas-NonMigas)
3203439980,48847.6,Jumlah,1998,Ekspor,Nilai (Migas-NonMigas)
3203439990,48665.4,Jumlah,1999,Ekspor,Nilai (Migas-NonMigas)
32034391000,62124.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391010,56320.9,Jumlah,,,Nilai (Migas-NonMigas)
32034391020,57158.8,Jumlah,,,Nilai (Migas-NonMigas)
32034391030,61058.2,Jumlah,,,Nilai (Migas-NonMigas)
32034391040,71584.6,Jumlah,,,Nilai (Migas-NonMigas)
32034391050,85660.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391060,100798.6,Jumlah,,,Nilai (Migas-NonMigas)
32034391070,114100.9,Jumlah,,,Nilai (Migas-NonMigas)
32034391080,137020.4,Jumlah,,,Nilai (Migas-NonMigas)
32034391090,116510.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391100,157779.1,Jumlah,,,Nilai (Migas-NonMigas)
32034391110,203496.6,Jumlah,,,Nilai (Migas-NonMigas)
32034391120,190020.3,Jumlah,,,Nilai (Migas-NonMigas)
32034391130,182551.8,Jumlah,,,Nilai (Migas-NonMigas)
32034391140,175980.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391150,150366.3,Jumlah,,,Nilai (Migas-NonMigas)
32034391160,145134.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391170,168828.2,Jumlah,,,Nilai (Migas-NonMigas)
32034391180,180012.7,Jumlah,,,Nilai (Migas-NonMigas)
32034391190,167683.0,Jumlah,,,Nilai (Migas-NonMigas)
32034391200,163191.8,Jumlah,,,Nilai (Migas-NonMigas)
32034391210,231609.5,Jumlah,,,Nilai (Migas-NonMigas)
3203440750,9331.1,Jumlah,1975,Impor,Nilai (Migas-NonMigas)
3203440760,10908.5,Jumlah,1976,Impor,Nilai (Migas-NonMigas)
3203440770,6230.3,Jumlah,1977,Impor,Nilai (Migas-NonMigas)
3203440780,6690.4,Jumlah,1978,Impor,Nilai (Migas-NonMigas)
3203440790,7202.3,Jumlah,1979,Impor,Nilai (Migas-NonMigas)
3203440800,10834.4,Jumlah,1980,Impor,Nilai (Migas-NonMigas)
3203440810,13272.1,Jumlah,1981,Impor,Nilai (Migas-NonMigas)
3203440820,16858.9,Jumlah,1982,Impor,Nilai (Migas-NonMigas)
3203440830,16351.8,Jumlah,1983,Impor,Nilai (Migas-NonMigas)
3203440840,13882.1,Jumlah,1984,Impor,Nilai (Migas-NonMigas)
3203440850,10259.1,Jumlah,1985,Impor,Nilai (Migas-NonMigas)
3203440860,10718.4,Jumlah,1986,Impor,Nilai (Migas-NonMigas)
3203440870,12370.3,Jumlah,1987,Impor,Nilai (Migas-NonMigas)
3203440880,13248.5,Jumlah,1988,Impor,Nilai (Migas-NonMigas)
3203440890,16359.6,Jumlah,1989,Impor,Nilai (Migas-NonMigas)
3203440900,21837.0,Jumlah,1990,Impor,Nilai (Migas-NonMigas)
3203440910,25868.8,Jumlah,1991,Impor,Nilai (Migas-NonMigas)
3203440920,27279.6,Jumlah,1992,Impor,Nilai (Migas-NonMigas)
3203440930,28327.8,Jumlah,1993,Impor,Nilai (Migas-NonMigas)
3203440940,31983.5,Jumlah,1994,Impor,Nilai (Migas-NonMigas)
3203440950,40628.7,Jumlah,1995,Impor,Nilai (Migas-NonMigas)
3203440960,42928.5,Jumlah,1996,Impor,Nilai (Migas-NonMigas)
3203440970,41679.8,Jumlah,1997,Impor,Nilai (Migas-NonMigas)
3203440980,27336.9,Jumlah,1998,Impor,Nilai (Migas-NonMigas)
3203440990,24003.3,Jumlah,1999,Impor,Nilai (Migas-NonMigas)
32034401000,33514.8,Jumlah,,,Nilai (Migas-NonMigas)
32034401010,30962.1,Jumlah,,,Nilai (Migas-NonMigas)
32034401020,31288.9,Jumlah,,,Nilai (Migas-NonMigas)
32034401030,32550.7,Jumlah,,,Nilai (Migas-NonMigas)
32034401040,46524.5,Jumlah,,,Nilai (Migas-NonMigas)
32034401050,57700.9,Jumlah,,,Nilai (Migas-NonMigas)
32034401060,61065.5,Jumlah,,,Nilai (Migas-NonMigas)
32034401070,74473.4,Jumlah,,,Nilai (Migas-NonMigas)
32034401080,129197.3,Jumlah,,,Nilai (Migas-NonMigas)
32034401090,96829.2,Jumlah,,,Nilai (Migas-NonMigas)
32034401100,135663.3,Jumlah,,,Nilai (Migas-NonMigas)
32034401110,177435.6,Jumlah,,,Nilai (Migas-NonMigas)
32034401120,191689.5,Jumlah,,,Nilai (Migas-NonMigas)
32034401130,186628.7,Jumlah,,,Nilai (Migas-NonMigas)
32034401140,178179.3,Jumlah,,,Nilai (Migas-NonMigas)
32034401150,142694.8,Jumlah,,,Nilai (Migas-NonMigas)
32034401160,135652.8,Jumlah,,,Nilai (Migas-NonMigas)
32034401170,156985.5,Jumlah,,,Nilai (Migas-NonMigas)
32034401180,188711.3,Jumlah,,,Nilai (Migas-NonMigas)
32034401190,171275.7,Jumlah,,,Nilai (Migas-NonMigas)
32034401200,141568.8,Jumlah,,,Nilai (Migas-NonMigas)
32034401210,196190.0,Jumlah,,,Nilai (Migas-NonMigas)
